User-ID,ISBN,Book-Rating
277965,0385484518,10.0
277965,0399145087,7.0
277965,0679457526,9.0
277965,0684874350,10.0
277965,0786866845,9.0
277965,0786881852,7.0
278026,0061009059,8.0
278026,0061031410,8.0
278026,0061094129,8.0
278026,0380731851,5.0
278026,0380820889,8.0
278026,038533558X,9.0
278026,0446612510,8.0
278026,0449006522,8.0
278026,0449219364,6.0
278026,0449221512,5.0
278026,0515130389,8.0
278026,0515135968,8.0
278026,0553582364,6.0
278026,0671001795,8.0
278026,0684810387,8.0
278026,0743206045,7.0
278026,1551667517,7.0
278137,0061057894,9.0
278137,0345337662,7.0
278137,0380600129,8.0
278137,0440940001,8.0
278137,0515094978,8.0
278137,0553287532,9.0
278137,0670894508,4.0
278137,0671434225,8.0
278137,0671525808,9.0
278137,0804106304,8.0
278137,1558744150,9.0
278137,1558745017,8.0
278188,0156005891,8.0
278188,0373218192,7.0
278188,0373244487,6.0
278188,0373484003,7.0
278188,0440122090,4.0
278188,0440223571,9.0
278188,0440225701,9.0
278188,0515124621,8.0
278188,0671644475,5.0
278188,080410946X,8.0
278194,0060926317,8.0
278194,0140280553,5.0
278194,0156011042,7.0
278194,0345423135,9.0
278194,0385334923,7.0
278194,0385498802,4.0
278194,0451209907,5.0
278194,0452284449,8.0
278194,0553582364,6.0
278194,0671683993,8.0
278194,0802139256,6.0
278202,014025448X,2.0
278202,0312252617,4.0
278202,0385319568,9.0
278202,0385324057,3.0
278202,0385497466,3.0
278202,0446527017,1.0
278202,0671510126,10.0
278202,0743206029,8.0
278390,0380730847,7.0
278390,0399147195,7.0
278390,0425182908,4.0
278390,0440236053,7.0
278390,0553569058,9.0
278390,0671027360,7.0
278390,0671683993,10.0
278390,0688152449,7.0
278418,0345369335,7.0
278418,0394800168,10.0
278418,0394820371,8.0
278418,042513525X,5.0
278418,042518630X,7.0
278418,0440184622,7.0
278418,0440207622,7.0
278418,0515130389,8.0
278418,0515131229,8.0
278418,0553297988,6.0
278535,0061094129,10.0
278535,0425182878,9.0
278535,0440221595,7.0
278535,0446605484,10.0
278535,0446610038,10.0
278535,0446611212,9.0
278535,0449003787,9.0
278535,0449219461,8.0
278535,0553213180,6.0
278535,0553269216,8.0
278582,0312983298,3.0
278582,0312983867,7.0
278582,0312990456,5.0
278582,0312991460,6.0
278582,0345350499,10.0
278582,0425163717,7.0
278582,0425191583,8.0
278582,0441478123,10.0
278582,0449003183,8.0
278582,0449221512,8.0
278582,0451202503,10.0
278582,0671001795,8.0
278582,1400034779,10.0
278633,0060987561,10.0
278633,0140244824,7.0
278633,0140296298,7.0
278633,0142000205,7.0
278633,0316096199,8.0
278633,0316666343,9.0
278633,0316899984,7.0
278633,0375703063,7.0
278633,0449907481,6.0
278633,0451163524,5.0
278633,0515131083,10.0
278633,0553278355,8.0
278633,0671038184,8.0
278633,0684814994,10.0
278633,0688162827,9.0
278633,0688170528,8.0
278633,0743225082,7.0
278843,0060173289,9.0
278843,0060517794,7.0
278843,0142000205,9.0
278843,0399146431,9.0
278843,0440211263,7.0
278843,0553274503,8.0
278843,059035342X,8.0
278843,0679412956,8.0
278843,0767902890,9.0
278843,0786881852,8.0
114,0446608653,9.0
114,0446612545,9.0
114,0446612618,8.0
114,0451208080,8.0
114,0553584383,9.0
114,0671027360,10.0
243,0060915544,10.0
243,0060977493,7.0
243,0316601950,9.0
243,0316776963,9.0
243,0316899984,7.0
243,0375400117,10.0
243,044023722X,7.0
243,0446606383,6.0
243,0449006522,6.0
243,155874262X,5.0
244,0060977493,7.0
244,0060987103,8.0
244,0151008116,9.0
244,0525947647,9.0
244,0804111359,8.0
244,155874262X,6.0
244,1558744150,6.0
254,0060934700,9.0
254,0064471047,7.0
254,0066238501,5.0
254,0142001740,9.0
254,0373226144,5.0
254,0380789035,10.0
254,0380973650,9.0
254,0399146431,9.0
254,0439064872,9.0
254,0439136350,9.0
254,0439139597,9.0
254,0451167317,8.0
254,0451409256,7.0
254,0451524934,9.0
254,0451526341,8.0
254,0590353403,9.0
254,0618002219,9.0
254,0671021001,7.0
507,0020427859,9.0
507,0142001740,10.0
507,0451184718,9.0
507,0553564528,7.0
507,0553575538,7.0
507,0553576801,7.0
507,055357695X,7.0
507,0553583441,7.0
507,0553583468,7.0
507,0689710879,10.0
507,0689710887,10.0
507,0689710895,10.0
507,0689711522,10.0
507,0743260244,10.0
507,0821772953,8.0
638,0316603287,9.0
638,0316666343,10.0
638,0316693006,10.0
638,0316693200,9.0
638,0316769487,10.0
638,0316776963,10.0
638,0316779423,10.0
638,0316789089,10.0
638,0316969443,10.0
638,0345339711,10.0
638,0385420161,9.0
638,0385504209,10.0
638,0385505833,10.0
638,0425184129,9.0
638,0446523569,10.0
638,0446527793,10.0
638,0446531332,10.0
638,0670892963,7.0
638,0671042556,9.0
638,0679442790,10.0
638,0679746048,7.0
638,0743406176,10.0
638,1558747028,10.0
805,0060256672,10.0
805,0060928336,7.0
805,0140070206,9.0
805,0140077022,10.0
805,014016930X,10.0
805,0316777730,7.0
805,039592720X,9.0
805,0440215625,8.0
805,0452282152,8.0
805,0553268449,8.0
805,0671003755,8.0
805,0679732764,10.0
805,0877733759,10.0
882,0373218400,5.0
882,0373484224,7.0
882,0380018179,10.0
882,0385504209,10.0
882,0425179672,10.0
882,0515134368,6.0
882,0515135062,6.0
882,0517556278,8.0
882,0553205587,9.0
882,0553250426,10.0
882,0553272586,5.0
882,0553280589,10.0
882,0553572997,10.0
882,067101420X,4.0
882,0679429220,9.0
882,0743457943,5.0
929,0312140940,8.0
929,0345285549,5.0
929,0385314744,7.0
929,0439404371,8.0
929,0440224624,6.0
929,0451169530,6.0
929,0553234811,6.0
929,0553296981,10.0
929,0671617028,8.0
929,0894803700,8.0
1025,0060562080,8.0
1025,0060928336,5.0
1025,0142000663,10.0
1025,0380012863,8.0
1025,0394404289,9.0
1025,0552996009,9.0
1025,0552998001,9.0
1025,068484267X,9.0
1025,0743225082,8.0
1075,0142001740,10.0
1075,0316666343,7.0
1075,0375726403,7.0
1075,0385504209,7.0
1075,0553377868,9.0
1075,0609608444,10.0
1075,0767902521,9.0
1075,1400034779,5.0
1131,0060934417,8.0
1131,0060976845,7.0
1131,0061098361,7.0
1131,0070212570,7.0
1131,0312243022,8.0
1131,0312983824,6.0
1131,0345370805,7.0
1131,0375703055,7.0
1131,0385480016,9.0
1131,0394758285,7.0
1131,0446672211,7.0
1131,0446673544,5.0
1131,0449149676,7.0
1131,0451187903,7.0
1131,0671004565,6.0
1131,0671793489,7.0
1131,0679772677,7.0
1131,0743418174,7.0
1424,0060930535,7.0
1424,0061015725,8.0
1424,0099771519,8.0
1424,0142001430,7.0
1424,0156001314,8.0
1424,0380603764,6.0
1424,0671776134,8.0
1424,0767902521,8.0
1424,0804106304,6.0
1435,0060915544,10.0
1435,0060977477,5.0
1435,0345378490,5.0
1435,0446611239,10.0
1435,0446672211,8.0
1435,0451183665,7.0
1435,0451208765,4.0
1435,0517149257,10.0
1435,0671024248,4.0
1435,068484267X,8.0
1435,0684848783,5.0
1435,0971880107,5.0
1435,155874262X,10.0
1435,1573221775,4.0
1548,0312243022,8.0
1548,034540288X,5.0
1548,0345425707,8.0
1548,0345434692,7.0
1548,0425167313,8.0
1548,0452282152,8.0
1548,0553258540,9.0
1585,0316182540,7.0
1585,0345413903,7.0
1585,0446604658,6.0
1585,0446611611,6.0
1585,0449212602,8.0
1585,0553282476,7.0
1585,0553299506,7.0
1585,0684867621,4.0
1674,0060975547,9.0
1674,0345384466,7.0
1674,0345416880,7.0
1674,0375725784,10.0
1674,038548951X,10.0
1674,0449912558,5.0
1674,0553380958,10.0
1733,0312983824,5.0
1733,0316089699,5.0
1733,0345447840,10.0
1733,0373218400,9.0
1733,0373240228,10.0
1733,0373242328,6.0
1733,0380775840,9.0
1733,0425181111,7.0
1733,0440168724,9.0
1733,0446357405,7.0
1733,0446364762,5.0
1733,051513287X,9.0
1733,0553574078,8.0
1733,059035342X,10.0
1733,0671007696,9.0
1733,0743412621,8.0
1733,0971880107,1.0
1733,1551669404,6.0
1848,0345348109,9.0
1848,0345378482,8.0
1848,0345417623,8.0
1848,0345443683,9.0
1848,0451169530,5.0
1848,0684818868,10.0
1848,0786868716,10.0
1848,0812511816,10.0
1848,0812513738,8.0
2012,0345353145,8.0
2012,0449221482,8.0
2012,0553279912,10.0
2012,0553348973,5.0
2012,0670892963,2.0
2012,0671023616,8.0
2033,0060248025,10.0
2033,0060256737,10.0
2033,0140386645,8.0
2033,0142000663,10.0
2033,0345337662,5.0
2033,0439136350,9.0
2033,0439139597,9.0
2033,043935806X,9.0
2033,0451456718,10.0
2033,051513628X,6.0
2033,0590353403,9.0
2033,0765342987,10.0
2033,0765345048,10.0
2033,0786880007,8.0
2033,0812532597,8.0
2033,0836204387,10.0
2033,0836218256,9.0
2033,0836218787,10.0
2033,0836220889,10.0
2033,0836221362,10.0
2033,0886774012,9.0
2033,0920668372,10.0
2110,0060987529,7.0
2110,0151008116,5.0
2110,015216250X,8.0
2110,0345317580,10.0
2110,0345335287,10.0
2110,0451137965,9.0
2110,051512463X,8.0
2110,0515127396,8.0
2110,0515134384,5.0
2110,059035342X,10.0
2110,0671527215,9.0
2110,0671532642,8.0
2110,0671695304,10.0
2139,0142004235,8.0
2139,0385335830,7.0
2139,0515130389,10.0
2139,0515135062,10.0
2139,0553272837,10.0
2139,0743262174,8.0
2179,0060392452,9.0
2179,0385504209,10.0
2179,0446532231,9.0
2179,0451524934,8.0
2179,0553373803,10.0
2179,0590353403,10.0
2179,0618002219,9.0
2179,0886777844,9.0
2276,0061030643,8.0
2276,0345379144,10.0
2276,0345404793,9.0
2276,0345423615,9.0
2276,0345447867,9.0
2276,0385505833,5.0
2276,0425119653,8.0
2276,0425182908,4.0
2276,0440145465,10.0
2276,0440221471,10.0
2276,0446609323,9.0
2276,0451204891,9.0
2276,0553263226,10.0
2276,0553575538,10.0
2276,0553576801,8.0
2276,0553582526,9.0
2276,0553583468,10.0
2276,0553584510,9.0
2276,0553585118,10.0
2276,0671016768,8.0
2276,0671442686,10.0
2276,0671660632,5.0
2276,0671729446,5.0
2276,0671797050,10.0
2276,0805063897,10.0
2276,0812517725,8.0
2276,0812585151,5.0
2288,0070212570,8.0
2288,0425115801,10.0
2288,0425144429,5.0
2288,0425188809,10.0
2288,0553210092,5.0
2288,0553582763,9.0
2313,0020442602,9.0
2313,0060173289,9.0
2313,0345348036,9.0
2313,034545104X,5.0
2313,0385482388,5.0
2313,0399141146,3.0
2313,0399146431,5.0
2313,0452260116,9.0
2313,0553278223,7.0
2313,0679745580,8.0
2337,0060928336,9.0
2337,0060987561,7.0
2337,0142001740,8.0
2337,0312265867,7.0
2337,0345350499,9.0
2337,0385505833,7.0
2337,0440403278,10.0
2337,0451191145,9.0
2337,0451191153,8.0
2337,0671510126,8.0
2337,0842314296,10.0
2766,0060958022,8.0
2766,014034294X,9.0
2766,0316666343,9.0
2766,038039586X,9.0
2766,0380726815,6.0
2766,0440204194,8.0
2766,0440211263,8.0
2766,0440219078,8.0
2766,0440221595,8.0
2766,0440237688,7.0
2766,044048474X,7.0
2766,0446310786,10.0
2766,0449005615,9.0
2766,0553279912,7.0
2766,0670030643,8.0
2766,0671721291,6.0
2766,0679751602,6.0
2766,0684801221,10.0
2766,0767902521,8.0
2766,0898157803,8.0
2766,0971880107,6.0
2766,1558745718,7.0
2766,1566840287,7.0
2891,0060928336,6.0
2891,0142001740,7.0
2891,0345404475,7.0
2891,0374100128,7.0
2891,0385482388,7.0
2891,038548951X,8.0
2891,0385503857,9.0
2891,0449912558,9.0
2891,0452260116,8.0
2891,0553211404,7.0
2891,0553562967,7.0
2891,0671003755,7.0
2891,0679732764,8.0
2891,0804106304,7.0
2891,0918949165,7.0
2891,140003065X,9.0
2891,1400032717,8.0
2977,0060981180,8.0
2977,0142001430,7.0
2977,037570504X,5.0
2977,0375725784,3.0
2977,0425130215,9.0
2977,0449002632,8.0
2977,0452282152,7.0
2977,0525945210,6.0
2977,0670894494,6.0
2977,0671021001,9.0
2977,0671496107,10.0
3145,0380720191,10.0
3145,0394571029,10.0
3145,0425182908,7.0
3145,0440419468,8.0
3145,0446343455,8.0
3145,0446359866,9.0
3145,0446611611,8.0
3145,044661193X,9.0
3145,0743469801,9.0
3145,1573229326,5.0
3167,0345335651,9.0
3167,0345337662,5.0
3167,0345370775,9.0
3167,034540288X,7.0
3167,0380012863,8.0
3167,0425181464,8.0
3167,0440219078,10.0
3167,0440998050,10.0
3167,0451458125,8.0
3167,0515090174,7.0
3167,080410526X,6.0
3331,006109157X,8.0
3331,0425161242,10.0
3331,0446527785,10.0
3331,0449006530,4.0
3331,067102535X,9.0
3331,0671868713,9.0
3346,0020427859,5.0
3346,0064407055,5.0
3346,0312890044,9.0
3346,0316666343,9.0
3346,0380789035,6.0
3346,0689710879,6.0
3346,0689710887,6.0
3346,0836204387,9.0
3346,0836218256,10.0
3346,0836218353,10.0
3346,0836218620,9.0
3346,0836220676,6.0
3363,0060652934,7.0
3363,006098824X,10.0
3363,0064405176,10.0
3363,0064472795,10.0
3363,0312171838,10.0
3363,0316096199,10.0
3363,0345453387,8.0
3363,0373250118,7.0
3363,0373250126,8.0
3363,0373250207,10.0
3363,0373250223,9.0
3363,0380754843,8.0
3363,0380814021,10.0
3363,0380973545,10.0
3363,0385722435,10.0
3363,044652087X,10.0
3363,0446672211,10.0
3363,0451409256,10.0
3363,0553213164,10.0
3363,055323370X,10.0
3363,0671027344,9.0
3363,0679751602,8.0
3371,0070212570,10.0
3371,0373079613,7.0
3371,0373484003,7.0
3371,0373484410,5.0
3371,0380775840,5.0
3371,0394800133,10.0
3371,0451169530,10.0
3371,0515122734,9.0
3371,0671004573,7.0
3371,0671705091,7.0
3371,0671793551,7.0
3371,0743439740,10.0
3371,0802135196,7.0
3373,006109157X,7.0
3373,0061099368,8.0
3373,0312995423,5.0
3373,0375727345,7.0
3373,0380804697,7.0
3373,039914613X,7.0
3373,0425161242,3.0
3373,0425178951,5.0
3373,0440236703,5.0
3373,0449003787,7.0
3373,0451208811,8.0
3373,0452264464,10.0
3373,0671027360,5.0
3373,0671027387,5.0
3373,0743411439,7.0
3556,0385504209,10.0
3556,0385508042,9.0
3556,0440439884,10.0
3556,044651652X,10.0
3556,0671027360,10.0
3556,0842321934,10.0
3556,0842329277,10.0
3719,0312978332,6.0
3719,0345384369,8.0
3719,0446609781,8.0
3719,0449219410,9.0
3719,0451408888,8.0
3719,051512608X,7.0
3719,0515127221,7.0
3817,0380018179,8.0
3817,0385479565,9.0
3817,0425152251,6.0
3817,0440206154,7.0
3817,0440967694,10.0
3817,0671758896,8.0
3827,0140132708,10.0
3827,0312274920,8.0
3827,0345337662,7.0
3827,0345348036,9.0
3827,0345351525,8.0
3827,034538475X,8.0
3827,0345409671,8.0
3827,0345423402,7.0
3827,034544356X,5.0
3827,038533303X,10.0
3827,0441004326,8.0
3827,0553562614,10.0
3827,0553573314,9.0
3827,0553573985,10.0
3827,0756401364,7.0
3827,0765342987,10.0
3827,0765345048,10.0
3827,0826308791,8.0
3827,0886777844,7.0
3827,0886779758,7.0
3840,0345423291,10.0
3840,0385508042,8.0
3840,051513287X,9.0
3840,0671042505,8.0
3840,1570613818,9.0
3840,193156146X,10.0
3917,0156007754,7.0
3917,031205436X,10.0
3917,038533348X,7.0
3917,0394758285,7.0
3917,0670892963,5.0
3917,0679722645,7.0
3917,1573226521,7.0
3923,0060192119,7.0
3923,0064407667,5.0
3923,0064407675,5.0
3923,0380789019,7.0
3923,0380977788,6.0
3923,0441304834,6.0
3923,0515134449,4.0
3923,0553577808,8.0
3923,0767902890,7.0
4017,006000438X,10.0
4017,0060175966,9.0
4017,0060517794,10.0
4017,0060915544,8.0
4017,0060930187,10.0
4017,006093090X,10.0
4017,0060964049,9.0
4017,0140042598,10.0
4017,0140070206,10.0
4017,0140244824,10.0
4017,015600710X,10.0
4017,0156007754,9.0
4017,0312150601,5.0
4017,0316096199,10.0
4017,0316666343,10.0
4017,0316789844,10.0
4017,0316899984,5.0
4017,0345423097,10.0
4017,0345423291,9.0
4017,0345424719,10.0
4017,0345433491,9.0
4017,0345443284,10.0
4017,0375411550,10.0
4017,0375412557,10.0
4017,0375500510,10.0
4017,037570504X,10.0
4017,0375705856,9.0
4017,0380005239,10.0
4017,038072975X,8.0
4017,0380730138,9.0
4017,0380820145,9.0
4017,0385265700,9.0
4017,0385318782,8.0
4017,038533334X,10.0
4017,0385486804,10.0
4017,0385502532,9.0
4017,0399142789,10.0
4017,0446310786,10.0
4017,0446677450,10.0
4017,0449002985,8.0
4017,0449911004,8.0
4017,0452260116,9.0
4017,0452280621,10.0
4017,0452282829,10.0
4017,0670892963,8.0
4017,0671038184,10.0
4017,0671510053,10.0
4017,0679774025,8.0
4017,068480087X,10.0
4017,068484267X,10.0
4017,0743439740,10.0
4017,1558746161,10.0
4017,1565122968,10.0
4017,1573225789,9.0
4157,0060392452,8.0
4157,0316779237,10.0
4157,0380727501,8.0
4157,0440136482,3.0
4157,0440206154,9.0
4157,0812968379,9.0
4157,0836221192,7.0
4221,0060086246,9.0
4221,0373250126,8.0
4221,0373250193,10.0
4221,0373250223,8.0
4221,0385510438,9.0
4221,0440131480,6.0
4221,0440241413,9.0
4221,0451410947,8.0
4221,1558743669,9.0
4622,0060175400,10.0
4622,006093090X,4.0
4622,0140177396,8.0
4622,034540288X,4.0
4622,0385336179,10.0
4622,0786886463,7.0
4622,0802132952,1.0
4795,0060392452,8.0
4795,0060930535,10.0
4795,0151008116,9.0
4795,031242227X,9.0
4795,0316666343,9.0
4795,0375705856,10.0
4795,0446532231,8.0
4795,0452282152,9.0
4795,1558743669,8.0
4938,0345313860,10.0
4938,0425115801,9.0
4938,042513525X,7.0
4938,0440972329,10.0
4938,0441790348,10.0
4938,0451156609,10.0
4938,0515095826,8.0
4938,0515127221,8.0
4938,0684862719,8.0
5037,0380709538,8.0
5037,0440211727,10.0
5037,0440214041,9.0
5037,0440221471,10.0
5037,0446608955,8.0
5037,0671695142,3.0
5037,0671729462,3.0
5037,0671867113,4.0
5037,0743225406,3.0
5439,0060928336,8.0
5439,0060938455,9.0
5439,0312099045,10.0
5439,0375504613,8.0
5439,0451205561,6.0
5439,0671001795,8.0
5439,0805063897,10.0
5439,1888054557,10.0
5476,0312278586,7.0
5476,0316096199,4.0
5476,0316666343,4.0
5476,0316782262,6.0
5476,034540761X,7.0
5476,0385504209,10.0
5476,0425121631,8.0
5476,0440225701,5.0
5476,0446530387,7.0
5476,0446609323,5.0
5476,0451168690,5.0
5476,0525945210,8.0
5476,0670031062,7.0
5476,0679439382,1.0
5476,0688177743,10.0
5476,0743407083,9.0
5476,0804108749,8.0
5499,0316710571,10.0
5499,0345452577,10.0
5499,0345458915,10.0
5499,0385510438,10.0
5499,0385511612,10.0
5499,0399148760,8.0
5499,0399149821,10.0
5499,0399150854,10.0
5499,0399150870,10.0
5499,0553802496,10.0
5499,0553802526,10.0
5539,0061031844,6.0
5539,0142001740,8.0
5539,0345339681,10.0
5539,0345423402,8.0
5539,0345423429,7.0
5539,034544356X,6.0
5539,0385490445,10.0
5539,0451208765,6.0
5539,0618129022,10.0
5539,0671027387,10.0
5539,0743454146,10.0
5539,0875421180,5.0
5582,0060987324,8.0
5582,0140293248,9.0
5582,0312966970,10.0
5582,0312976275,10.0
5582,0345301110,7.0
5582,0345334531,8.0
5582,0345409671,10.0
5582,0345423402,10.0
5582,0375401598,7.0
5582,0380789035,9.0
5582,0380812029,8.0
5582,0380817683,8.0
5582,0425152251,10.0
5582,0425173631,10.0
5582,0425176304,10.0
5582,0425178579,10.0
5582,0425181464,10.0
5582,0425181685,10.0
5582,0425183971,10.0
5582,0440108268,8.0
5582,0441005748,10.0
5582,0441007813,10.0
5582,044651652X,7.0
5582,0451191137,10.0
5582,0451191145,10.0
5582,0451191153,10.0
5582,0452281423,7.0
5582,0452281431,6.0
5582,0452281458,5.0
5582,0515093556,7.0
5582,0515131091,10.0
5582,0553212451,9.0
5582,0679454470,7.0
5582,0679454489,8.0
5582,0679720200,10.0
5582,067973225X,10.0
5582,0679785892,9.0
5582,068482499X,10.0
5582,0874776945,9.0
5582,087542791X,8.0
5582,0918949165,10.0
5582,1551668653,8.0
5582,1558744150,5.0
5728,0312288115,6.0
5728,0451163524,8.0
5728,0451166582,9.0
5728,0451194861,10.0
5728,0452280621,9.0
5728,0671026011,6.0
5728,0743457358,8.0
5903,0385503857,9.0
5903,0385729340,8.0
5903,0385730586,8.0
5903,0449212602,9.0
5903,0743225082,8.0
5903,076790382X,9.0
5903,0767905180,8.0
5903,0767907817,8.0
6073,0060981180,9.0
6073,0345347536,8.0
6073,0345404475,9.0
6073,0345427637,6.0
6073,0385474547,9.0
6073,0440211727,6.0
6073,0440214041,5.0
6073,0553273914,9.0
6073,0553380095,8.0
6073,0671742515,9.0
6073,0679723161,10.0
6073,0679735909,10.0
6073,067976397X,10.0
6073,0679776818,9.0
6073,0767902890,10.0
6073,0802130208,10.0
6115,0061013315,10.0
6115,037542217X,9.0
6115,0380718340,10.0
6115,0385318073,10.0
6115,0449221512,10.0
6115,0525946284,10.0
6115,1400031354,10.0
6238,0156006391,9.0
6238,0156007754,9.0
6238,0156010593,10.0
6238,0345361792,8.0
6238,0345389964,10.0
6238,0345424719,10.0
6238,0345449347,7.0
6238,0375701907,8.0
6238,0553377868,10.0
6238,0679745203,9.0
6238,0679751521,10.0
6238,0679777547,10.0
6242,006000438X,6.0
6242,0060934417,7.0
6242,0060958022,6.0
6242,0060975547,5.0
6242,0060987103,7.0
6242,0140293248,5.0
6242,0142001430,7.0
6242,0156006391,5.0
6242,0312099436,5.0
6242,0312144075,5.0
6242,0312150601,5.0
6242,0312195516,7.0
6242,0312243022,8.0
6242,0312282990,6.0
6242,0345418018,6.0
6242,0375705198,6.0
6242,0375705856,5.0
6242,0375706410,8.0
6242,0375726403,7.0
6242,038542017X,7.0
6242,0385475772,7.0
6242,0385720467,7.0
6242,039592720X,5.0
6242,0446670251,5.0
6242,0446678457,5.0
6242,0452264464,5.0
6242,0679745653,5.0
6242,0679746048,5.0
6242,0679751521,5.0
6242,0679777547,6.0
6242,0684195488,7.0
6242,0684800713,6.0
6242,068480087X,6.0
6242,0684803356,7.0
6242,068482499X,6.0
6242,068484267X,8.0
6242,0684850273,5.0
6242,0684852225,6.0
6242,0767903382,7.0
6242,0871136791,8.0
6242,1550223968,5.0
6242,1573225789,7.0
6242,1573227331,6.0
6242,1573229326,6.0
6251,0060256737,10.0
6251,0060392452,10.0
6251,0061009059,7.0
6251,0064400565,10.0
6251,0064402053,10.0
6251,0064405052,8.0
6251,0140067477,10.0
6251,014017737X,9.0
6251,0140257934,8.0
6251,015602943X,10.0
6251,0312950586,10.0
6251,0312952716,8.0
6251,0312966091,9.0
6251,0345392825,8.0
6251,0375504613,7.0
6251,0375725784,4.0
6251,0375727345,6.0
6251,0380600129,10.0
6251,0380789035,7.0
6251,0380813815,10.0
6251,0385484518,7.0
6251,0394404289,10.0
6251,039480001X,10.0
6251,0394820371,10.0
6251,042519485X,8.0
6251,0439136350,10.0
6251,0439139597,10.0
6251,043935806X,9.0
6251,0440206154,7.0
6251,0440222656,7.0
6251,0440224675,6.0
6251,0440487617,10.0
6251,0440498058,10.0
6251,0440952522,9.0
6251,0440998050,10.0
6251,0441003257,10.0
6251,0446343455,9.0
6251,0446532231,10.0
6251,0449702766,10.0
6251,0517149257,10.0
6251,0553210092,7.0
6251,0553274325,10.0
6251,0553560247,7.0
6251,0609610597,3.0
6251,0671660632,10.0
6251,0679731148,7.0
6251,068484267X,8.0
6251,0786817070,8.0
6251,0786869216,10.0
6251,0786885688,8.0
6251,0807083054,9.0
6251,0809117541,10.0
6251,0836218353,10.0
6251,0836218655,10.0
6251,0836220730,10.0
6251,0836220986,10.0
6251,1400032717,10.0
6251,156402976X,10.0
6323,0345313860,6.0
6323,0380710218,3.0
6323,0380717018,1.0
6323,0380730820,5.0
6323,0385424728,6.0
6323,0425163385,7.0
6323,0440211263,9.0
6323,0440236169,2.0
6323,0446601241,8.0
6323,0446667900,7.0
6323,0553275100,5.0
6323,0553284789,6.0
6323,0684852225,7.0
6323,0805036377,5.0
6431,0060193395,9.0
6431,0425144372,9.0
6431,0439136350,10.0
6431,0439139597,10.0
6431,043935806X,10.0
6431,0446363669,8.0
6431,0590353403,10.0
6431,0684853523,8.0
6431,0971880107,4.0
6532,031286504X,9.0
6532,038533348X,9.0
6532,0425099334,4.0
6532,0553106651,9.0
6532,0553560719,7.0
6532,0553560735,8.0
6532,0671032658,8.0
6532,0743457358,7.0
6532,1853260150,8.0
6537,0316284955,8.0
6537,0385722206,6.0
6537,0446672211,8.0
6537,0670865796,8.0
6537,0671729462,7.0
6537,0684853507,7.0
6543,0060987103,10.0
6543,0061009059,8.0
6543,0061009504,10.0
6543,0061020710,6.0
6543,0061031550,9.0
6543,014025448X,8.0
6543,0140257934,7.0
6543,0140265686,7.0
6543,0140270590,7.0
6543,0140280553,6.0
6543,0142000361,6.0
6543,0142001740,9.0
6543,0142004278,6.0
6543,0312099436,10.0
6543,0312289723,8.0
6543,0312306326,6.0
6543,0312313810,6.0
6543,0312979096,7.0
